GCoM_ID,signatory name,country code,Covenant Region,Year of adhesion,population adhesion year, signatory adhesion type , latitude , longitude ,area, NUTS3 , LAU1 , LAU2 , FUA_ID , CITY_ID/GREATER_CITY_ID , CITY or Greater City ,population in 2018, degree of urbanisation ,Heating Degree-Days (HDD),reference year HDD,"GDP per capita at NUTS3 [Euro per inhabitant]"," GHG emissions per capita in GCoM sectors_EDGAR [tCO2-eq/year] ",reference years in EDGAR,  Mitigation reduction target 2020 [%] ,  Mitigation reduction target 2030 [%] , reduction_type_id 
ES0254,Bailén,es,Europe EU27,2009,18202.00, As an individual signatory , 38.10 ,-3.78 ,11.00, ES616 ,, ES23010 ,, NaN , Other ,17820.00, 2.00 ,1427.30,2007,14916.67, 5.27 ,2007, 20.00 , -   , absolute 
PL0020,Dzierżoniów,pl,Europe EU27,2010,34168.00, As an individual signatory , 50.73 , 16.66 ,20.00, PL517 ,, PL1003021030202 ,, NaN , Other ,33653.00, 2.00 ,3661.02,1995,7787.50, 6.61 ,1995, 20.00 , -   , absolute 
GR0028,Agios Dimitrios,el,Europe EU27,2010,70000.00, As an individual signatory , 37.94 , 23.73 ,7.00, EL304 , EL4802 ,,, NaN , Other ,71294.00, 1.00 ,1032.80,2009,19827.78, 7.11 ,2009, 22.00 , -   , absolute 
GR0112,Loutraki-Perachora,el,Europe EU27,2010,15077.00, As an individual signatory , 37.98 , 22.98 ,197.00, EL652 ,, EL42030101 ,, NaN , Other ,13353.00, 2.00 ,1308.62,2008,14394.44, 7.35 ,2008, 20.00 , -   , absolute 
ES0046,Reus,es,Europe EU27,2009,107118.00, As an individual signatory , 41.15 , 1.11 ,52.97, ES514 ,, ES43123 ,, ES028C1 , City or Greater city ,103477.00, 1.00 ,1571.37,2005,25888.89, 5.37 ,2005, 21.00 , -   , absolute 
ES0173,Martorell,es,Europe EU27,2008,26681.00, As an individual signatory , 41.47 , 1.93 ,13.00, ES511 ,, ES08114 ,, NaN , Other ,27850.00, 2.00 ,1684.15,2015,25611.11, 3.65 ,2016, 27.00 , -   , absolute 
GR0083,Agia Varvara,el,Europe EU27,2009,26490.00, As an individual signatory , 37.99 , 23.66 ,2.00, EL302 ,, EL47020000 ,, NaN , Other ,26550.00, 2.00 ,862.97,2010,12566.67, 6.64 ,2010, 20.00 , -   , absolute 
HR0045,Pregrada,hr,Europe EU27,2010,7165.00, As an individual signatory , 46.16 , 15.75 ,67.47, HR043 ,, HR03522 ,, NaN , Other ,6594.00, 2.00 ,2277.03,2009,6105.56, 3.09 ,2009, 21.00 , -   , absolute 
PT0046,Santiago do Cacém,pt,Europe EU27,2010,31105.00, As an individual signatory , 38.02 ,-8.69 ,1059.69, PT181 , PT1509 ,,, NaN , Other ,31105.00, 2.00 ,814.03,2008,20277.78, 3.73 ,2008, 20.00 , -   , absolute 
ES1534,Ordis,es,Europe EU27,2010,372.00, As an individual signatory , 42.22 , 2.91 ,8.00, ES512 ,, ES17115 ,, NaN , Other ,382.00, 3.00 ,2028.17,2005,25461.11, 5.37 ,2005, 42.00 , -   , absolute 
ES1809,Santa Maria del Camí,es,Europe EU27,2010,6473.00, As an individual signatory , 39.65 , 2.78 ,38.00, ES532 ,, ES07056 ,, NaN , Other ,7167.00, 2.00 ,1337.04,2005,25356.25, 5.37 ,2005, 27.00 , -   , absolute 
IT1804,Valbrembo,it,Europe EU27,2009,3587.00, As an individual signatory , 45.71 , 9.61 ,3.80, ITC46 ,, IT016224 ,, NaN , Other ,4280.00, 3.00 ,2762.34,2005,30538.89, 5.48 ,2005, 20.00 , -   , absolute 
IT1181,Ponteranica,it,Europe EU27,2010,6813.00, As an individual signatory , 45.73 , 9.65 ,8.48, ITC46 ,, IT016169 ,, NaN , Other ,6862.00, 2.00 ,2762.34,2005,30538.89, 5.48 ,2005, 22.00 , -   , absolute 
IT1337,Pedrengo,it,Europe EU27,2010,5777.00, As an individual signatory , 45.70 , 9.74 ,4.00, ITC46 ,, IT016160 ,, NaN , Other ,6026.00, 2.00 ,2762.34,2005,30538.89, 5.48 ,2005, 20.00 , -   , absolute 
NL0020,Heerhugowaard,nl,Europe EU27,2010,51253.00, As a group of signatories committing individually (joint SEAP - option 1) , 52.66 , 4.83 ,40.00, NL328 ,, NLGM0398 ,, NL514C2 , City or Greater city ,55850.00, 1.00 ,3272.34,2010,28072.22, 7.31 ,2010, NaN , NaN , NaN 
MT0005,Ħal Tarxien,mt,Europe EU27,2010,7761.00, As an individual signatory , 35.87 , 14.51 ,NaN, MT001 ,, MTMT01162 ,, MT001C1 , City or Greater city ,8511.00, 2.00 ,717.67,2005,16773.68, 6.17 ,2005, 23.00 , -   , absolute 
IT1347,Gandino,it,Europe EU27,2009,5700.00, As an individual signatory , 45.81 , 9.90 ,29.03, ITC46 ,, IT016108 ,, NaN , Other ,5390.00, 2.00 ,2762.34,2005,30538.89, 5.48 ,2005, 22.00 , -   , absolute 
RO0024,Alba Iulia,ro,Europe EU27,2010,66369.00, As an individual signatory , 46.08 , 23.56 ,102.48, RO121 ,, RO1017 ,, RO014C1 , City or Greater city ,74574.00, 1.00 ,3052.72,2008,5277.78, 3.03 ,2008, 24.00 , 40.00 , absolute 
IT1415,Vanzaghello,it,Europe EU27,2009,5313.00, As an individual signatory , 45.58 , 8.79 ,5.00, ITC4C ,, IT015249 ,, NaN , Other ,5389.00, 2.00 ,2224.49,2010,46677.78, 4.86 ,2010, 25.00 , -   , absolute 
IT1503,Ornago,it,Europe EU27,2009,4836.00, As an individual signatory , 45.60 , 9.42 ,5.00, ITC4D ,, IT108036 ,, NaN , Other ,5075.00, 2.00 ,2224.45,2005,27300.00, 5.48 ,2005, 24.00 , -   , absolute 
ES0857,Huesa,es,Europe EU27,2009,2727.00, As an individual signatory , 37.76 ,-3.08 ,138.43, ES616 ,, ES23045 ,, NaN , Other ,2527.00, 3.00 ,1427.30,2007,14916.67, 5.27 ,2007, 22.00 , -   , absolute 
DK0007,Roskilde,dk,Europe EU27,2009,81800.00, As an individual signatory , 55.63 , 12.09 ,211.90, DK021 ,, DK265 ,, NaN , Other ,87382.00, 2.00 ,3088.12,2008,30426.32, 7.11 ,2008, 35.00 , -   , absolute 
ES0156,Ciutadella de Menorca,es,Europe EU27,2009,29200.00, As an individual signatory , 39.98 , 3.89 ,186.34, ES533 ,, ES07015 ,, NaN , Other ,29223.00, 2.00 ,1153.80,2005,19843.75, 5.37 ,2005, 30.00 , -   , absolute 
FR0058,L'Haÿ-les-Roses,fr,Europe EU27,2009,29671.00, As an individual signatory , 48.78 , 2.34 ,4.00, FR107 ,, FR94038 ,, FR001P1 , City or Greater city ,31189.00, 2.00 ,2187.84,2009,41900.00, 4.26 ,2009, 20.00 , -   , absolute 
IT1834,Casnigo,it,Europe EU27,2009,3453.00, As an individual signatory , 45.81 , 9.87 ,13.62, ITC46 ,, IT016060 ,, NaN , Other ,3221.00, 3.00 ,2641.01,2013,30538.89, 4.27 ,2013, 22.00 , -   , absolute 
GR0019,Ilion,el,Europe EU27,2010,78122.00, As an individual signatory , 38.03 , 23.71 ,8.28, EL302 ,, EL47050000 ,, NaN , Other ,84793.00, 1.00 ,1006.67,2008,12566.67, 7.35 ,2008, 20.00 , -   , absolute 
IT0257,Comiso,it,Europe EU27,2009,29076.00, As an individual signatory , 36.95 , 14.61 ,65.40, ITG18 ,, IT088003 ,, NaN , Other ,29845.00, 2.00 ,1034.49,2011,18477.78, 4.66 ,2011, 20.00 , -   , absolute 
BG0013,Karlovo,bg,Europe EU27,2010,25793.00, As an individual signatory , 42.64 , 24.81 ,NaN, BG421 ,, BGPDV13 ,, NaN , Other ,48822.00, 2.00 ,2544.87,2001,3655.56, 4.25 ,2001, 38.00 , -   , absolute 
IT0305,Mirandola,it,Europe EU27,2009,25000.00, As an individual signatory , 44.89 , 11.07 ,137.09, ITH54 ,, IT036022 ,, NaN , Other ,23650.00, 2.00 ,2266.50,1998,33622.22, 5.26 ,1998, 20.00 , -   , absolute 
ES0146,Santa Pola,es,Europe EU27,2010,31529.00, As an individual signatory , 38.19 ,-0.56 ,59.00, ES521 ,, ES03121 ,, NaN , Other ,31745.00, 2.00 ,999.81,2007,17261.11, 5.27 ,2007, 20.00 , -   , absolute 
IT1047,Città della Pieve,it,Europe EU27,2010,7800.00, As an individual signatory , 42.95 , 12.00 ,110.94, ITI21 ,, IT054012 ,, NaN , Other ,7686.00, 2.00 ,2086.65,2008,24905.56, 5.20 ,2008, 23.00 , -   , absolute 
IT1795,Comun Nuovo,it,Europe EU27,2010,3615.00, As an individual signatory , 45.62 , 9.66 ,6.45, ITC46 ,, IT016081 ,, NaN , Other ,4389.00, 3.00 ,2762.34,2005,30538.89, 5.48 ,2005, 20.00 , -   , absolute 
MT0004,Swieqi,mt,Europe EU27,2010,8208.00, As an individual signatory , 35.92 , 14.48 ,NaN, MT001 ,, MTMT01260 ,, NaN , Other ,13553.00, 2.00 ,717.67,2005,16773.68, 6.17 ,2005, 20.00 , -   , absolute 
IT0835,Scanzorosciate,it,Europe EU27,2010,9843.00, As an individual signatory , 45.71 , 9.74 ,11.00, ITC46 ,, IT016194 ,, NaN , Other ,10076.00, 2.00 ,2762.34,2005,30538.89, 5.48 ,2005, 22.00 , -   , absolute 
MT0021,Ta' Xbiex,mt,Europe EU27,2010,1860.00, As an individual signatory , 35.90 , 14.50 ,NaN, MT001 ,, MTMT01261 ,, MT001C1 , City or Greater city ,1928.00, 3.00 ,717.67,2005,16773.68, 6.17 ,2005, 25.00 , -   , absolute 
MT0009,Għaxaq,mt,Europe EU27,2009,4375.00, As an individual signatory , 35.85 , 14.52 ,NaN, MT001 ,, MTMT01326 ,, NaN , Other ,4777.00, 3.00 ,717.67,2005,16773.68, 6.17 ,2005, 26.00 , -   , absolute 
FR0177,Montreuil-le-Gast,fr,Europe EU27,2009,1952.00,As a group of signatories committing collectively (joint SEAP - option 2), 48.25 ,-1.73 ,9.00, FRH03 ,, FR35193 ,, NaN , Other ,1932.00, 3.00 ,2094.27,2006,32950.00, 4.26 ,2009, NaN , NaN , NaN 
ES0320,"Algaba, La",es,Europe EU27,2009,13764.00, As an individual signatory , 37.46 ,-6.01 ,18.11, ES618 ,, ES41007 ,, NaN , Other ,16301.00, 2.00 ,960.55,2007,17383.33, 5.27 ,2007, 20.00 , -   , absolute 
SE0041,Nynäshamn,se,Europe EU27,2009,26032.00, As an individual signatory , 58.90 , 17.95 ,357.23, SE110 ,, SE0192 ,, NaN , Other ,28109.00, 2.00 ,3722.57,1990,54450.00, 4.06 ,1990, 40.00 , -   , absolute 
IT1041,Brembate di Sopra,it,Europe EU27,2010,7832.00, As an individual signatory , 45.72 , 9.58 ,4.00, ITC46 ,, IT016038 ,, NaN , Other ,7868.00, 2.00 ,2762.34,2005,30538.89, 5.48 ,2005, 21.00 , -   , absolute 
BG0017,Ihtiman,bg,Europe EU27,2010,13458.00, As an individual signatory , 42.44 , 23.82 ,NaN, BG412 ,, BGSFO20 ,, NaN , Other ,17027.00, 2.00 ,2840.31,1990,4483.33, 5.37 ,1990, 56.00 , -   , absolute 
CY0014,Paralimni,cy,Europe EU27,2009,14946.00, As an individual signatory , 35.03 , 33.98 ,50.00, CY000 ,, CY3101 ,, NaN , Other ,14946.00, 2.00 ,703.95,2009,21036.84, 6.21 ,2009, 21.00 , -   , absolute 
ES0444,Vilassar de Dalt,es,Europe EU27,2009,8672.00, As an individual signatory , 41.52 , 2.36 ,9.00, ES511 ,, ES08214 ,, NaN , Other ,9013.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
IT3087,Oneta,it,Europe EU27,2010,714.00, As an individual signatory , 45.87 , 9.82 ,18.66, ITC46 ,, IT016148 ,, NaN , Other ,598.00, 3.00 ,2762.34,2005,30538.89, 5.48 ,2005, 33.00 , -   , absolute 
CZ0006,Jeseník,cz,Europe EU27,2010,12510.00, As an individual signatory , 50.23 , 17.20 ,38.23, CZ071 ,, CZ536385 ,, NaN , Other ,11271.00, 2.00 ,3543.27,1998,9922.22, 7.95 ,1998, 21.00 , -   , absolute 
ES0616,Fuente Obejuna,es,Europe EU27,2009,5409.00, As an individual signatory , 38.27 ,-5.42 ,591.43, ES613 ,, ES14029 ,, NaN , Other ,4651.00, 3.00 ,1292.67,2007,15266.67, 5.27 ,2007, 20.00 , -   , absolute 
ES0470,Bujalance,es,Europe EU27,2009,7941.00, As an individual signatory , 37.90 ,-4.38 ,124.81, ES613 ,, ES14012 ,, NaN , Other ,7537.00, 2.00 ,1292.67,2007,15266.67, 5.27 ,2007, 20.00 , -   , absolute 
ES0891,"Romana, La",es,Europe EU27,2010,2465.00, As an individual signatory , 38.37 ,-0.90 ,43.00, ES521 ,, ES03114 ,, NaN , Other ,2376.00, 3.00 ,999.81,2007,17261.11, 5.27 ,2007, 20.00 , -   , absolute 
IT0168,Città di Castello,it,Europe EU27,2010,40510.00, As an individual signatory , 43.46 , 12.24 ,387.32, ITI21 ,, IT054013 ,, NaN , Other ,39632.00, 2.00 ,2086.65,2008,24905.56, 5.20 ,2008, 20.00 , -   , absolute 
ES1116,Alcalalí,es,Europe EU27,2010,1350.00, As an individual signatory , 38.82 ,-0.03 ,14.00, ES521 ,, ES03006 ,, NaN , Other ,1298.00, 3.00 ,999.81,2007,17261.11, 5.27 ,2007, 35.00 , -   , absolute 
PT0043,Esposende,pt,Europe EU27,2010,35148.00, As an individual signatory , 41.53 ,-8.78 ,95.00, PT112 , PT0306 ,,, NaN , Other ,35148.00, 2.00 ,1377.79,2008,12194.44, 3.73 ,2008, 20.00 , -   , absolute 
ES0296,Montornès del Vallès,es,Europe EU27,2009,15509.00, As an individual signatory , 41.55 , 2.27 ,10.00, ES511 ,, ES08136 ,, NaN , Other ,16263.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1260,Sant Cugat Sesgarrigues,es,Europe EU27,2009,932.00, As an individual signatory , 41.36 , 1.75 ,6.00, ES511 ,, ES08206 ,, NaN , Other ,989.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
DE0047,Lörrach,de,Europe EU27,2009,48400.00, As an individual signatory , 47.62 , 7.66 ,39.37, DE139 ,, DE08336050 ,, NaN , Other ,49213.00, 2.00 ,2589.46,1990,28533.33, 8.76 ,1990, 48.00 , -   , absolute 
ES0430,Muro de Alcoy,es,Europe EU27,2010,9328.00, As an individual signatory , 38.78 ,-0.44 ,30.00, ES521 ,, ES03092 ,, NaN , Other ,9328.00, 2.00 ,999.81,2007,17261.11, 5.27 ,2007, 20.00 , -   , absolute 
ES1774,Tollos,es,Europe EU27,2010,59.00, As an individual signatory , 38.76 ,-0.27 ,15.00, ES521 ,, ES03130 ,, NaN , Other ,56.00, 3.00 ,1064.16,1990,17261.11, 3.43 ,1990, 20.00 , -   , absolute 
MT0003,San Ġiljan,mt,Europe EU27,2010,8752.00, As an individual signatory , 35.92 , 14.49 ,2.00, MT001 ,, MTMT01252 ,, MT001C1 , City or Greater city ,12708.00, 2.00 ,717.67,2005,16773.68, 6.17 ,2005, 23.00 , -   , absolute 
DE0063,Böhl-Iggelheim,de,Europe EU27,2010,11000.00, As an individual signatory , 49.37 , 8.31 ,32.00, DEB3I ,, DE07338005 ,, NaN , Other ,10262.00, 2.00 ,2998.59,2010,14911.11, 7.58 ,2010, 25.00 , -   , absolute 
ES1525,"Estany, L'",es,Europe EU27,2009,390.00, As an individual signatory , 41.87 , 2.11 ,11.00, ES511 ,, ES08079 ,, NaN , Other ,393.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1025,Callús,es,Europe EU27,2009,1759.00, As an individual signatory , 41.83 , 1.75 ,12.00, ES511 ,, ES08038 ,, NaN , Other ,2095.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 26.00 , -   , absolute 
DE0018,Karlsruhe,de,Europe EU27,2010,304619.00, As an individual signatory , 49.01 , 8.40 ,173.42, DE122 ,, DE08212000 ,, DE035C1 , City or Greater city ,422503.00, 1.00 ,2463.32,2007,54883.33, 7.60 ,2007, 27.00 , -   , absolute 
HR0008,Sisak,hr,Europe EU27,2010,52236.00, As an individual signatory , 45.49 , 16.37 ,421.39, HR04E ,, HR03913 ,, NaN , Other ,47768.00, 2.00 ,2529.44,2010,7066.67, 2.99 ,2010, NaN , NaN , NaN 
FR0175,Nice,fr,Europe EU27,2009,520000.00, As an individual signatory , 43.70 , 7.27 ,NaN, FRL03 ,,,, FR205C2 , City or Greater city ,672557.00, 1.00 ,3042.00,2010,33650.00, 4.28 ,2010, 26.00 , -   , absolute 
FR0015,Nice Côte d'Azur,fr,Europe EU27,2008,525000.00, As an individual signatory , 43.67 , 7.22 ,350.00, FRL01 ,,, FR205L2 , FR205L2 , City or Greater city ,308863.00, 1.00 ,3238.79,2010,24450.00, 4.28 ,2010, 20.00 , -   , absolute 
ES0495,"Rambla, La",es,Europe EU27,2010,7410.00, As an individual signatory , 37.61 ,-4.74 ,158.72, ES421 ,, ES02060 ,, NaN , Other ,7410.00, 2.00 ,1807.34,2007,16850.00, 5.27 ,2007, 20.00 , -   , absolute 
GR0040,Agioi Anargyroi-Kamatero,el,Europe EU27,2011,55191.00, As an individual signatory , 38.03 , 23.72 ,9.00, EL302 , EL4703 ,,, NaN , Other ,62529.00, 1.00 ,1108.52,1995,12566.67, 5.77 ,1995, 20.00 , -   , absolute 
PT0019,Viseu,pt,Europe EU27,2010,100167.00, As an individual signatory , 40.66 ,-7.91 ,507.10, PT16G , PT1823 ,,, PT014C1 , City or Greater city ,100167.00, 1.00 ,1346.43,2000,11927.78, 4.17 ,2000, 20.00 , -   , absolute 
ES0252,Sant Quirze del Vallès,es,Europe EU27,2009,18462.00, As an individual signatory , 41.53 , 2.08 ,14.00, ES511 ,, ES08238 ,, NaN , Other ,19939.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 24.00 , -   , absolute 
PL0022,Bielawa,pl,Europe EU27,2010,33000.00, As an individual signatory , 50.68 , 16.61 ,NaN, PL517 ,, PL1003021030201 ,, NaN , Other ,30207.00, 2.00 ,3661.02,1995,7787.50, 6.61 ,1995, 20.00 , -   , absolute 
HR0053,Jastrebarsko ,hr,Europe EU27,2010,15897.00, As an individual signatory , 45.67 , 15.65 ,226.44, HR042 ,, HR01694 ,, NaN , Other ,15866.00, 2.00 ,2277.03,2009,7050.00, 3.09 ,2009, 30.00 , -   , absolute 
IT1454,San Giovanni Bianco,it,Europe EU27,2010,5130.00, As an individual signatory , 45.87 , 9.65 ,31.03, ITC46 ,, IT016188 ,, NaN , Other ,4798.00, 3.00 ,2762.34,2005,30538.89, 5.48 ,2005, 30.00 , -   , absolute 
IT3387,Valnegra,it,Europe EU27,2010,213.00, As an individual signatory , 45.95 , 9.69 ,2.23, ITC46 ,, IT016227 ,, NaN , Other ,211.00, 3.00 ,2762.34,2005,30538.89, 5.48 ,2005, 52.00 , -   , absolute 
CY0026,Lefkara,cy,Europe EU27,2009,794.00, As an individual signatory , 34.90 , 33.29 ,62.17, CY000 ,, CY4311 ,, NaN , Other ,794.00, 3.00 ,703.95,2009,21036.84, 6.21 ,2009, NaN , NaN , NaN 
HR0015,Zaprešić,hr,Europe EU27,2010,23125.00, As an individual signatory , 45.86 , 15.81 ,53.94, HR042 ,#N/A, HR05436 ,, NaN , Other ,25223.00, 2.00 ,2217.05,2008,7050.00, 3.24 ,2008, 21.00 , -   , absolute 
ES0453,Cervelló,es,Europe EU27,2008,8393.00, As an individual signatory , 41.40 , 1.96 ,24.00, ES511 ,, ES08068 ,, NaN , Other ,8970.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
MT0024,Mdina,mt,Europe EU27,2010,360.00, As an individual signatory , 35.89 , 14.40 ,1.00, MT001 ,, MTMT01402 ,, NaN , Other ,237.00, 3.00 ,717.67,2005,16773.68, 6.17 ,2005, 30.00 , -   , absolute 
FR0061,Illkirch-Graffenstaden,fr,Europe EU27,2010,27000.00, As an individual signatory , 48.53 , 7.71 ,NaN, FRF11 ,, FR67218 ,, FR006C2 , City or Greater city ,26837.00, 2.00 ,2749.10,2003,32600.00, 4.64 ,2003, 20.00 , -   , absolute 
ES1155,Areatza,es,Europe EU27,2010,1036.00, As an individual signatory , 43.12 ,-2.77 ,9.12, ES213 ,, ES48093 ,, NaN , Other ,1212.00, 3.00 ,1393.43,2006,25988.89, 5.20 ,2006, 39.00 , -   , absolute 
ES0195,Molins de Rei,es,Europe EU27,2009,24067.00, As an individual signatory , 41.42 , 2.02 ,16.00, ES511 ,, ES08123 ,, NaN , Other ,25687.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 18.00 , -   , absolute 
IT3083,Roncola,it,Europe EU27,2010,720.00, As an individual signatory , 45.77 , 9.56 ,5.07, ITC46 ,, IT016185 ,, NaN , Other ,780.00, 3.00 ,2762.34,2005,30538.89, 5.48 ,2005, 20.00 , -   , absolute 
ES1218,Parcent,es,Europe EU27,2010,1020.00, As an individual signatory , 38.76 ,-0.11 ,12.00, ES521 ,, ES03100 ,, NaN , Other ,908.00, 3.00 ,999.81,2007,17261.11, 5.27 ,2007, 37.00 , -   , absolute 
ES0482,Monforte del Cid,es,Europe EU27,2010,7944.00, As an individual signatory , 38.38 ,-0.73 ,80.00, ES521 ,, ES03088 ,, NaN , Other ,7944.00, 2.00 ,999.81,2007,17261.11, 5.27 ,2007, 20.00 , -   , absolute 
IT2420,Entratico,it,Europe EU27,2010,1864.00, As an individual signatory , 45.71 , 9.87 ,4.00, ITC46 ,, IT016094 ,, NaN , Other ,1979.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 21.00 , -   , absolute 
ES0770,Pechina,es,Europe EU27,2010,3463.00, As an individual signatory , 36.92 ,-2.44 ,46.06, ES611 ,, ES04074 ,, NaN , Other ,4018.00, 3.00 ,1079.27,2007,18227.78, 5.27 ,2007, 27.00 , -   , absolute 
IT3220,Bianzano,it,Europe EU27,2010,543.00, As an individual signatory , 45.77 , 9.92 ,7.00, ITC46 ,, IT016026 ,, NaN , Other ,610.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 22.00 , -   , absolute 
IT2235,Cenate Sopra,it,Europe EU27,2010,2248.00, As an individual signatory , 45.71 , 9.82 ,6.00, ITC46 ,, IT016068 ,, NaN , Other ,2571.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 23.00 , -   , absolute 
IT2944,Gaverina Terme,it,Europe EU27,2010,940.00, As an individual signatory , 45.76 , 9.89 ,5.00, ITC46 ,, IT016110 ,, NaN , Other ,868.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 24.00 , -   , absolute 
IT2704,Ranzanico,it,Europe EU27,2010,1310.00, As an individual signatory , 45.79 , 9.94 ,7.00, ITC46 ,, IT016179 ,, NaN , Other ,1230.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 24.00 , -   , absolute 
IT1407,San Paolo d'Argon,it,Europe EU27,2010,5361.00, As an individual signatory , 45.69 , 9.80 ,5.00, ITC46 ,, IT016189 ,, NaN , Other ,5725.00, 2.00 ,2240.90,2007,30538.89, 5.31 ,2007, 20.00 , -   , absolute 
IT2706,Berzo San Fermo,it,Europe EU27,2010,1309.00, As an individual signatory , 45.72 , 9.90 ,6.00, ITC46 ,, IT016025 ,, NaN , Other ,1377.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 23.00 , -   , absolute 
IT2810,Borgo di Terzo,it,Europe EU27,2010,1134.00, As an individual signatory , 45.72 , 9.89 ,2.00, ITC46 ,, IT016032 ,, NaN , Other ,1164.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 22.00 , -   , absolute 
FR0069,Vallée de Chamonix-Mont-Blanc,fr,Europe EU27,2010,13468.00, As an individual signatory , 45.93 , 6.87 ,346.00, FRK28 ,, FR74056 ,, NaN , Other ,8759.00, 2.00 ,3488.02,2010,29100.00, 4.28 ,2010, 22.00 , -   , absolute 
IT2647,Castro,it,Europe EU27,2010,1418.00, As an individual signatory , 45.80 , 10.06 ,3.00, ITC46 ,, IT016065 ,, NaN , Other ,3701.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 20.00 , -   , absolute 
FR0023,Brest Métropole,fr,Europe EU27,2009,215647.00, As an individual signatory , 48.39 ,-4.48 ,NaN, FRH02 ,,, FR037L2 , FR037C1 , City or Greater city ,225585.00, 1.00 ,2094.66,2005,26800.00, 4.67 ,2005, 20.00 , -   , absolute 
IT2900,Bossico,it,Europe EU27,2010,997.00, As an individual signatory , 45.83 , 10.04 ,7.00, ITC46 ,, IT016033 ,, NaN , Other ,993.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 23.00 , -   , absolute 
ES0411,Sant Andreu de Llavaneres,es,Europe EU27,2009,9745.00, As an individual signatory , 41.57 , 2.48 ,11.86, ES511 ,, ES08197 ,, NaN , Other ,10877.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
IT2950,Spinone al Lago,it,Europe EU27,2010,929.00, As an individual signatory , 45.77 , 9.93 ,2.00, ITC46 ,, IT016205 ,, NaN , Other ,1023.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 25.00 , -   , absolute 
IT2058,Zandobbio,it,Europe EU27,2010,2746.00, As an individual signatory , 45.69 , 9.85 ,6.00, ITC46 ,, IT016244 ,, NaN , Other ,2732.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 21.00 , -   , absolute 
ES0009,Bilbao,es,Europe EU27,2010,353340.00, As an individual signatory , 43.26 ,-2.92 ,41.39, ES213 ,, ES48020 ,, ES019C1 , City or Greater city ,345821.00, 1.00 ,1631.48,2005,25988.89, 5.37 ,2005, 31.00 , -   , absolute 
ES0952,Orba,es,Europe EU27,2010,2111.00, As an individual signatory , 38.78 ,-0.06 ,18.00, ES521 ,, ES03097 ,, NaN , Other ,2111.00, 3.00 ,999.81,2007,17261.11, 5.27 ,2007, 35.00 , -   , absolute 
IT2730,Vigano San Martino,it,Europe EU27,2010,1260.00, As an individual signatory , 45.73 , 9.90 ,4.00, ITC46 ,, IT016236 ,, NaN , Other ,1345.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 21.00 , -   , absolute 
IT1826,Casazza,it,Europe EU27,2010,3478.00, As an individual signatory , 45.75 , 9.91 ,7.00, ITC46 ,, IT016058 ,, NaN , Other ,4004.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 22.00 , -   , absolute 
IT2994,Luzzana,it,Europe EU27,2010,868.00, As an individual signatory , 45.72 , 9.88 ,3.00, ITC46 ,, IT016130 ,, NaN , Other ,917.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 21.00 , -   , absolute 
IT2496,Solto Collina,it,Europe EU27,2010,1709.00, As an individual signatory , 45.78 , 10.03 ,12.00, ITC46 ,, IT016200 ,, NaN , Other ,1799.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 22.00 , -   , absolute 
IT0997,Trescore Balneario,it,Europe EU27,2010,8303.00, As an individual signatory , 45.69 , 9.85 ,13.00, ITC46 ,, IT016218 ,, NaN , Other ,9814.00, 2.00 ,2240.90,2007,30538.89, 5.31 ,2007, 20.00 , -   , absolute 
IT1847,Credaro,it,Europe EU27,2010,3400.00, As an individual signatory , 45.66 , 9.93 ,3.00, ITC46 ,, IT016088 ,, NaN , Other ,3517.00, 3.00 ,2240.90,2007,30538.89, 5.31 ,2007, 22.00 , -   , absolute 
